1,309,5242345877693776,2028-04-01,148
2,355,30500135256603,2026-04-01,334
3,490,213107224234951,2026-03-01,217
4,82,4519767455657,2027-07-01,4490
5,19,4674142177212914,2026-09-01,638
6,113,4295512957210,2027-11-01,603
7,310,372472348331605,2026-07-01,886
8,20,3567328870090689,2026-09-01,857
9,471,30063957358312,2028-01-01,949
10,359,6535657086395207,2028-05-01,476
11,177,4609836486656411795,2027-12-01,977
12,175,342005013146291,2027-05-01,822
13,226,6011476500987751,2025-11-01,763
14,153,3515733222248278,2025-11-01,298
15,38,345910948268747,2025-11-01,195
16,312,343763144195558,2027-08-01,202
17,55,4678419560130,2026-06-01,072
18,431,340859045682117,2025-06-01,001
19,472,343927167136597,2027-10-01,767
20,140,3564678452875763,2027-12-01,196
21,197,630426510164,2026-01-01,0768
22,396,503846595059,2028-03-01,268
23,155,676395590935,2027-07-01,871
24,73,3550359506273257,2028-04-01,203
25,232,4478227093162,2027-03-01,958
26,211,4250796770781666,2026-05-01,670
27,227,4101094873813261350,2025-08-01,172
28,171,3513466940219964,2025-06-01,914
29,443,6011960385929061,2025-08-01,9646
30,385,4349544519462196360,2027-11-01,508
31,170,4446740514585437961,2028-02-01,503
32,66,349354415853309,2026-09-01,848
33,486,180001043593466,2027-12-01,222
34,114,343460817300843,2027-04-01,976
35,91,3553980176160297,2027-12-01,965
36,189,4446409809778753,2026-09-01,726
37,419,345230026565439,2025-08-01,022
38,267,3549321961027119,2026-09-01,779
39,361,4305669165347995468,2027-11-01,483
40,28,4753309333152700269,2026-04-01,124
41,285,4480340638583808544,2025-12-01,449
42,193,3529513185082961,2027-11-01,826
43,3,4298233307753053,2026-02-01,529
44,276,4697382292653,2028-01-01,106
45,266,3537304412105167,2027-07-01,878
46,15,639042759592,2026-03-01,4949
47,455,375377439866491,2025-06-01,566
48,446,4976792095198465,2028-03-01,285
49,417,501806168545,2027-02-01,737
50,313,370203490148451,2025-05-01,697
51,244,3576793138386337,2028-01-01,094
52,318,3500873960900883,2026-10-01,313
53,325,3592900345254618,2027-01-01,381
54,101,2285842386947508,2026-04-01,476
55,436,4870382083345,2026-12-01,428
56,461,4439822500399093377,2026-12-01,861
57,124,372187277071945,2027-02-01,886
58,75,2442295914291271,2027-01-01,514
59,235,675964498512,2027-12-01,413
60,360,4143731674036,2026-01-01,755
61,427,4316777687381,2027-03-01,945
62,121,4655040238437836104,2027-08-01,1200
63,216,345560659662446,2026-09-01,032
64,79,3575446188882025,2027-06-01,278
65,137,4433339199430993,2027-10-01,031
66,142,36871049834825,2028-01-01,757
67,62,6519170405922719,2025-11-01,899
68,385,3502669204087448,2026-06-01,315
69,220,6596818622154674,2028-02-01,969
70,102,564788661796,2026-09-01,490
71,103,373926728651378,2025-07-01,642
72,27,38646192873731,2027-05-01,887
73,203,6011483483964195,2025-10-01,038
74,415,3582916319161326,2025-11-01,499
75,51,3501590385025893,2027-11-01,645
76,239,3518735010740280,2027-01-01,029
77,375,3538689460203115,2027-02-01,485
78,289,3530928664148041,2025-08-01,413
79,94,3508404990016870,2027-05-01,931
80,409,4757187064837034,2026-12-01,296
81,157,30348382970710,2027-03-01,133
82,10,2231703352760066,2025-06-01,548
83,80,4441848258847004,2026-02-01,578
84,249,2248457241250372,2026-08-01,332
85,72,3589468327947422,2027-02-01,859
86,389,3559017825231049,2027-09-01,843
87,239,4964293449003762364,2028-03-01,665
88,388,573342052681,2026-11-01,7492
89,311,348886449119489,2026-01-01,738
90,119,501882542043,2026-03-01,892
91,287,180016439495605,2028-04-01,447
92,217,4292827260823468,2026-08-01,591
93,122,180012217654695,2027-10-01,958
94,266,3537412997135853,2026-10-01,107
95,423,582004316318,2025-08-01,253
96,318,6547280911229891,2026-12-01,369
97,422,2297005468304834,2027-05-01,1206
98,193,4602895439881852,2028-02-01,758
99,472,6011380107089567,2027-09-01,406
100,302,30079813137880,2025-11-01,306
101,142,4275007681799377894,2026-01-01,685
102,3,4118664799236633897,2027-08-01,842
103,463,583824548007,2025-08-01,633
104,228,38458909593531,2026-09-01,9234
105,492,639075195409,2027-09-01,4563
106,343,378317763180736,2025-07-01,0800
107,26,2257814470177858,2025-07-01,157
108,63,4413210174361160369,2027-12-01,079
109,282,4181043430433683,2027-05-01,726
110,326,4402548597594,2027-09-01,359
111,470,4039533920212492,2026-05-01,943
112,221,501804347687,2028-04-01,899
113,319,4400119140775376,2027-07-01,141
114,246,180037534384940,2026-02-01,662
115,440,588548639388,2027-08-01,996
116,328,2700967652822791,2027-05-01,5969
117,231,4589539698231964,2025-09-01,931
118,135,378101262583339,2027-10-01,609
119,284,4461440850614100,2026-05-01,863
120,72,4920277257995277,2026-11-01,020
121,315,341798242566674,2025-06-01,584
122,387,2289975960649946,2025-07-01,126
123,176,2265726434130544,2027-05-01,533
124,446,4600070399693281846,2026-09-01,501
125,306,3575190308080603,2027-06-01,331
126,18,2230151152483011,2028-03-01,026
127,396,6514015838272445,2026-12-01,880
128,424,3589135306628329,2026-01-01,934
129,159,30532351547035,2025-08-01,292
130,16,2279746168160958,2027-01-01,9783
131,334,3529155964570855,2025-06-01,941
132,393,503857355716,2026-03-01,188
133,29,6561638937166143,2025-11-01,044
134,411,30027213864819,2026-07-01,898
135,407,6011711681506339,2026-10-01,287
136,221,4811185573363,2025-12-01,030
137,223,6535014646955791,2027-02-01,355
138,380,3542108534380340,2026-08-01,544
139,181,4985859336529,2027-06-01,355
140,204,180028947236686,2028-04-01,100
141,228,30008989016958,2026-05-01,025
142,404,36696592124393,2026-12-01,140
143,192,213158879640638,2026-09-01,689
144,357,675974483736,2027-06-01,062
145,311,2508245324879364,2026-01-01,597
146,267,4815232037249,2027-08-01,411
147,484,3596808163584899,2026-11-01,754
148,179,3563049521006163,2026-06-01,267
149,49,3577379524352551,2026-11-01,698
150,194,3594271235851469,2027-11-01,078
151,411,349437483313114,2027-05-01,184
152,48,4472414765617,2026-08-01,072
153,78,5533191534606670,2027-09-01,375
154,390,4706988619480,2025-07-01,628
155,278,30062575569425,2027-06-01,491
156,395,6533160891493327,2026-10-01,804
157,443,4278336222073155320,2027-01-01,657
158,249,4560572194850673144,2027-08-01,027
159,133,4390222049306498619,2027-10-01,7549
160,500,180078102159793,2028-04-01,517
161,333,3500906975198299,2025-12-01,696
162,195,6549823497563080,2025-08-01,735
163,78,3534910200523214,2026-06-01,083
164,453,36515795176465,2026-02-01,402
165,12,4578422630382133,2027-07-01,797
166,140,3512818533515052,2025-07-01,169
167,451,344429668796879,2025-07-01,8251
168,211,676264478592,2025-08-01,817
169,203,4923923925238270,2028-03-01,046
170,254,370273848965989,2026-12-01,8532
171,383,36762549571209,2026-12-01,5383
172,122,4898242607947475,2025-10-01,003
173,490,343866435149257,2027-06-01,641
174,155,4300576829864253,2027-10-01,734
175,278,4655673813148164,2028-05-01,777
176,73,3551721284837802,2027-02-01,2830
177,175,3547551097866434,2026-12-01,399
178,235,3512751646249170,2027-05-01,039
179,20,2672172685668600,2027-02-01,815
180,106,377881338722398,2026-07-01,8266
181,267,4127081829606219,2027-01-01,102
182,295,6526907304413519,2028-02-01,7950
183,434,3568953344156870,2025-11-01,121
184,100,373073036958730,2026-10-01,205
185,346,4531312468506133,2026-06-01,448
186,385,587871308454,2025-10-01,662
187,233,3536630019783274,2027-09-01,128
188,436,4201045588488845,2026-10-01,799
189,36,30567806470615,2026-02-01,493
190,162,4529078921499117,2025-11-01,300
191,272,3537987991221643,2026-10-01,285
192,120,4781724539472928582,2027-06-01,380
193,158,581637317438,2026-02-01,834
194,178,180079316678719,2026-11-01,431
195,374,6011191569108039,2026-04-01,262
196,264,180036579884988,2025-12-01,277
197,437,4927377236548925,2027-02-01,307
198,423,3559552951030294,2026-05-01,138
199,13,30532961296106,2025-10-01,830
200,82,3588919347740222,2025-12-01,4794
201,142,377282087943055,2027-11-01,532
202,177,341727734772953,2026-06-01,822
203,496,3555912840675622,2026-06-01,542
204,187,213191086973328,2028-05-01,471
205,418,4486033360329201,2027-07-01,871
206,63,6011706150582811,2026-11-01,545
207,66,213110144436854,2025-11-01,924
208,107,180044060189412,2025-09-01,599
209,345,3525690736299585,2027-04-01,522
210,387,4844030167156,2027-03-01,127
211,105,3562459173517436,2027-06-01,748
212,395,3597736886812785,2028-01-01,609
213,437,4825707797484321,2027-11-01,799
214,496,4084338355271862,2027-11-01,452
215,219,4555098798762360,2028-01-01,309
216,412,30279520603956,2028-03-01,741
217,84,503809865457,2027-06-01,220
218,146,4087039684313618,2028-02-01,953
219,79,4654889097654104,2026-12-01,702
220,54,4015270033905914,2027-10-01,303
221,35,6598702771381213,2026-09-01,880
222,498,4690308803968,2025-09-01,2520
223,174,30133390577214,2025-07-01,2156
224,170,4241960537534279,2028-01-01,635
225,223,3598443588342729,2026-05-01,1940
226,130,4557338411161199838,2026-01-01,429
227,75,2345229790019579,2028-03-01,464
228,231,4660442097405,2027-11-01,8540
229,322,676140762292,2025-09-01,449
230,443,3576896384836614,2026-06-01,774
231,97,3599242411857476,2027-03-01,738
232,500,36095680614375,2026-02-01,506
233,59,6011591772085066,2027-10-01,075
234,142,4931479387827159,2026-02-01,053
235,425,3548435370114382,2025-05-01,553
236,280,4855315026971215296,2027-11-01,007
237,29,3528590295505124,2025-07-01,681
238,67,4352229297015033762,2025-06-01,071
239,208,3564175099015663,2028-02-01,032
240,165,180084715800898,2027-01-01,635
241,243,6558527703374178,2027-11-01,409
242,109,372702577509103,2026-12-01,917
243,483,567021802580,2028-03-01,833
244,177,2432485802062692,2026-06-01,515
245,363,180049401418982,2025-12-01,913
246,87,3556550408078091,2028-02-01,002
247,195,372690897442982,2028-03-01,463
248,192,180000980884144,2026-03-01,377
249,411,2221992957000331,2027-09-01,5708
250,5,3506858224381891,2026-04-01,287
251,251,4167474536797,2026-05-01,573
252,97,377116519339302,2025-12-01,1008
253,33,6011754339884583,2026-09-01,830
254,447,5428975139511287,2027-09-01,8518
255,498,4174983439341149,2027-04-01,989
256,20,4420958488174114798,2027-09-01,969
257,406,6591429182857998,2027-10-01,730
258,446,6574151385975218,2027-03-01,949
259,135,4306799007315789286,2025-10-01,339
260,459,3547575484323527,2027-10-01,290
261,176,342897909121028,2026-10-01,363
262,287,4888269306109729,2025-06-01,100
263,406,4713684923880729,2027-06-01,762
264,114,676283311766,2028-02-01,217
265,251,4175031044505358,2027-12-01,818
266,467,676195057374,2027-03-01,455
267,166,4102043822604814,2025-08-01,836
